534924 300
528935 300
508975 300
515961 300
498995 300
500991 300
490013 300
512967 300
511969 300
536920 300
514963 300
493007 300
509973 300
512967 300
502987 300
514963 300
515961 300
543906 300
545902 300
545902 300
546900 300
570852 300
571850 300
581830 300
539914 300
542908 300
544904 300
553886 300
550892 300
543906 300
530931 300
526939 300
549894 300
578836 300
567858 300
553886 300
562868 300
547898 300
555882 300
567858 300
596801 300
611771 300
604785 300
605783 300
596801 300
617759 300
618757 300
628737 300
629735 300
635723 300
631731 300
643708 300
646702 300
654686 300
653688 300
665664 300
684626 300
687620 300
673648 300
680634 300
677640 300
700595 300
735525 300
719557 300
728539 300
754488 300
772452 300
768460 300
768460 300
788420 300
756484 300
735525 300
735525 300
770456 300
761474 300
832333 300
813371 300
797402 300
818361 300
797402 300
802392 300
792412 300
839319 300
840317 300
829339 300
840317 300
821355 300
837323 300
841315 300
855287 300
846305 300
871256 300
859279 300
852293 300
826345 300
826345 300
898202 300
894210 300
876246 300
876246 300
922155 300
864270 300
878242 300
834329 300
806384 300
796404 300
799398 300
800396 300
808381 300
806384 300
804388 300
829339 300
827343 300
802392 300
796404 300
797402 300
782432 300
781434 300
797402 300
782432 300
765466 300
754488 300
747501 300
720555 300
716563 300
694606 300
685624 300
675644 300
684626 300
674646 300
648698 300
606781 300
598797 300
605783 300
597799 300
595803 300
603787 300
598797 300
556880 300
535922 300
526939 300
523945 300
521949 300
518955 300
515961 300
507977 300
489015 300
470052 300
471050 300
448096 300
430132 300
427138 300
426140 300
437118 300
426140 300
437118 300
447098 300
428136 300
422148 300
419153 300
424144 300
426140 300
411169 300
408175 300
401189 300
397197 300
397197 300
393205 300
393205 300
399193 300
401189 300
404183 300
404183 300
397197 300
396199 300
383225 300
383225 300
397197 300
398195 300
396199 300
397197 300
396199 300
399193 300
394203 300
385221 300
392207 300
390211 300
383225 300
379233 300
378235 300
376239 300
375241 300
369253 300
386219 300
388215 300
377237 300
370251 300
358274 300
352286 300
354282 300
356278 300
365260 300
368255 300
368255 300
392207 300
389213 300
392207 300
396199 300
406179 300
406179 300
413165 300
418155 300
417157 300
417157 300
437118 300
441110 300
444104 300
428136 300
430132 300
446100 300
461070 300
455082 300
462068 300
468056 300
468056 300
483027 300
495003 300
487019 300
504983 300
504983 300
502987 300
503985 300
524943 300
524943 300
534924 300
532928 300
549894 300
549894 300
569854 300
568856 300
556880 300
571850 300
578836 300
580832 300
585822 300
586820 300
572848 300
591811 300
591811 300
586820 300
592809 300
582828 300
597799 300
587819 300
573846 300
573846 300
566860 300
569854 300
564864 300
565862 300
579834 300
573846 300
575842 300
580832 300
580832 300
585822 300
587819 300
577838 300
570852 300
575842 300
574844 300
575842 300
569854 300
568856 300
573846 300
572848 300
567858 300
554884 300
558876 300
540912 300
530931 300
521949 300
526939 300
516959 300
524943 300
519953 300
523945 300
535922 300
