1923500 300
1984570 300
1984570 300
1984570 300
1961080 300
1965780 300
1979880 300
1956390 300
1928200 300
1937590 300
1904710 300
1885920 300
1932900 300
1979880 300
1975180 300
2008060 300
2017460 300
2059740 300
2097330 300
2116120 300
2149000 300
2149000 300
2125510 300
2092630 300
2111420 300
2139610 300
2139610 300
2158400 300
2177190 300
2186590 300
2195980 300
2186590 300
2177190 300
2181890 300
2120810 300
2073840 300
2130210 300
2200680 300
2195980 300
2205380 300
2181890 300
2120810 300
2073840 300
1993970 300
1937590 300
1932900 300
1923500 300
1923500 300
1932900 300
1932900 300
1942290 300
1961080 300
1951690 300
1928200 300
1914100 300
1885920 300
1890610 300
1904710 300
1871820 300
1853030 300
1885920 300
1951690 300
1928200 300
1857730 300
1773170 300
1716790 300
1712090 300
1702700 300
1707390 300
1674510 300
1627530 300
1608740 300
1674510 300
1712090 300
1768470 300
1744980 300
1721490 300
1712090 300
1726190 300
1712090 300
1909410 300
1796660 300
1698000 300
1669810 300
1693300 300
1702700 300
1726190 300
1683900 300
1599340 300
1524170 300
1505380 300
1495990 300
1453700 300
1486590 300
1449010 300
1491290 300
1914100 300
1542970 300
1698000 300
1383230 300
1355050 300
1336260 300
1293970 300
1246990 300
1246990 300
1228200 300
1204710 300
1308070 300
1397330 300
1406720 300
1087260 300
1181220 300
1106050 300
1044980 300
1030890 300
993300 300
983910 300
1007400 300
1030890 300
1059080 300
1073170 300
1082570 300
1124850 300
1167130 300
1181220 300
1134240 300
1138940 300
1148340 300
1115450 300
1129540 300
1120150 300
1077870 300
1087260 300
1054380 300
1049680 300
1077870 300
1012100 300
1007400 300
1044980 300
998000 300
993300 300
998000 300
983910 300
993300 300
965120 300
969810 300
1021490 300
1063770 300
1049680 300
1096660 300
1124850 300
1120150 300
1167130 300
1195320 300
1200010 300
1232900 300
1232900 300
1275180 300
1345650 300
1420820 300
1444310 300
1458400 300
1495990 300
1571150 300
1627530 300
1665110 300
1744980 300
1763770 300
1881220 300
1993970 300
2304040 300
2163100 300
2181890 300
2242960 300
2346320 300
2449670 300
2463770 300
2567120 300
2656380 300
2722150 300
2858400 300
2933560 300
3304700 300
3168460 300
3069800 300
3144970 300
3191950 300
3248330 300
3248330 300
3191950 300
3168460 300
3107390 300
3069800 300
3069800 300
3088600 300
3234230 300
3182550 300
3102690 300
3018130 300
2999330 300
2975840 300
2938260 300
2881880 300
2886580 300
2905370 300
2952350 300
2980540 300
3032220 300
3018130 300
2989940 300
3004030 300
2994640 300
2966450 300
2994640 300
2938260 300
2938260 300
2994640 300
2989940 300
3004030 300
3069800 300
3022820 300
3027520 300
3074500 300
3069800 300
3107390 300
3102690 300
3032220 300
2961750 300
2985240 300
2933560 300
2919470 300
2966450 300
2924170 300
2985240 300
3004030 300
3102690 300
3051010 300
3055710 300
3112090 300
2999330 300
2938260 300
2914770 300
2895980 300
2971150 300
3008730 300
3083900 300
3055710 300
2999330 300
2924170 300
2820810 300
2750340 300
2731550 300
2750340 300
2722150 300
2670480 300
2717460 300
2637590 300
2708060 300
2689270 300
2632890 300
2665780 300
2740950 300
2708060 300
2717460 300
2764440 300
2844300 300
2994640 300
3210740 300
2825510 300
2750340 300
2816110 300
2858400 300
2797320 300
2726850 300
2679870 300
2745640 300
2736250 300
2792620 300
2938260 300
2919470 300
2604710 300
2444970 300
2379200 300
2351020 300
2289940 300
2228870 300
2200680 300
2186590 300
2186590 300
2224170 300
